"","species","covariate","mean_effect","ci_lower","ci_upper"
"2.5%259","Dario dayingensis","rivernu",-6.30858997767426,-8.66672928516315,-3.98058853931963
"2.5%260","Labeo rohita","TEMP",-0.573361006730153,-1.43043576397387,0.25356399021435
"2.5%261","Labeo rohita","annual_precipitation",-0.74222599727265,-1.42135639963775,-0.0991980389725007
"2.5%262","Labeo rohita","Human_modification_1km",0.806910927393616,0.13583844524049,1.49848772104191
"2.5%263","Labeo rohita","Percent_of_forest_cover_1km",-0.554200642985156,-1.43515724075097,0.310656877263045
"2.5%264","Labeo rohita","Patch_density_1km",0.105145285826459,-0.706381604885625,0.920332162026128
"2.5%265","Labeo rohita","Edge_density_1km",0.728667275800055,-0.154253095237588,1.5882376313254
"2.5%266","Labeo rohita","Reservoir_downstreamyes",-1.48980064006808,-2.95528392012939,-0.0739936353288745
"2.5%267","Labeo rohita","river_width",0.337585230020974,-0.1299978981449,0.831787333766617
"2.5%268","Labeo rohita","water_velocity",-0.892167526095933,-1.50901802271385,-0.302140921144971
"2.5%269","Labeo rohita","streamOriginoutsideGLGS",-2.58462987559625,-3.63288125940349,-1.60703922101683
"2.5%270","Labeo rohita","riverdy",-3.70878923143092,-5.20503184613514,-2.29639640514714
"2.5%271","Labeo rohita","riverlc",-5.52370309550936,-7.97950498092805,-3.11961671576532
"2.5%272","Labeo rohita","rivernu",-6.92529269394384,-9.7351293227006,-4.22012683426657
"2.5%273","Channa maculata","TEMP",-0.266886702494525,-1.05244549981599,0.491852129470025
"2.5%274","Channa maculata","annual_precipitation",-0.621931102744548,-1.24034479454285,-0.0284048402143751
"2.5%275","Channa maculata","Human_modification_1km",0.749132371973127,0.119462836719337,1.36816130774025
"2.5%276","Channa maculata","Percent_of_forest_cover_1km",-0.388315751124417,-1.19660241440988,0.432391329163718
"2.5%277","Channa maculata","Patch_density_1km",-0.00729173002523553,-0.7991292785764,0.783763358440013
"2.5%278","Channa maculata","Edge_density_1km",0.986585150879477,0.170895922325625,1.83033274060157
"2.5%279","Channa maculata","Reservoir_downstreamyes",-1.57218098064262,-2.95458117896522,-0.203164809589702
"2.5%280","Channa maculata","river_width",0.392158395668031,-0.0475123195923502,0.87370857783308
"2.5%281","Channa maculata","water_velocity",-0.899965349561337,-1.45026332579393,-0.370232162362359
"2.5%282","Channa maculata","streamOriginoutsideGLGS",-2.46533773565768,-3.40308731708311,-1.58423606292684
"2.5%283","Channa maculata","riverdy",-3.3446338137672,-4.7017286685656,-2.06680838028196
"2.5%284","Channa maculata","riverlc",-5.47831031381516,-7.68604846964603,-3.38222005625648
"2.5%285","Channa maculata","rivernu",-7.09107180372188,-9.50426853406003,-4.72702335201675
"2.5%286","Clarias fuscus","TEMP",-0.455117513891457,-1.05961541979893,0.14026807114065
"2.5%287","Clarias fuscus","annual_precipitation",-0.507818740772559,-1.00663080307721,-0.0188337507600702
"2.5%288","Clarias fuscus","Human_modification_1km",0.0889587545708222,-0.386412314421195,0.553192047474472
"2.5%289","Clarias fuscus","Percent_of_forest_cover_1km",-0.688770586579134,-1.36284155055095,-0.0312236801963241
"2.5%290","Clarias fuscus","Patch_density_1km",-0.203296959186619,-0.83205982561387,0.42789892814344
"2.5%291","Clarias fuscus","Edge_density_1km",0.888362637381693,0.217299593656035,1.5718923474878
"2.5%292","Clarias fuscus","Reservoir_downstreamyes",-1.29182116994061,-2.39041547368125,-0.267243763727478
"2.5%293","Clarias fuscus","river_width",0.318733841789716,-0.0313392770146225,0.691960959640105
"2.5%294","Clarias fuscus","water_velocity",-0.870742104639126,-1.34492245157039,-0.427452716101013
"2.5%295","Clarias fuscus","streamOriginoutsideGLGS",-1.38339454971279,-2.05174432416149,-0.761505812024252
"2.5%296","Clarias fuscus","riverdy",-1.67384481510567,-2.57358437878276,-0.804766761484795
"2.5%297","Clarias fuscus","riverlc",-3.86677324237112,-5.64146240610997,-2.15191735669914
"2.5%298","Clarias fuscus","rivernu",-5.06826508598963,-6.99504510348351,-3.17786047085075
"2.5%299","Hyporhamphus intermedius","TEMP",0.677157299116751,-0.212254672547643,1.59423124965837
"2.5%300","Hyporhamphus intermedius","annual_precipitation",-0.35095304677211,-1.04283448664196,0.34439102536745
"2.5%301","Hyporhamphus intermedius","Human_modification_1km",1.50307603427161,0.78951100825567,2.26074285501107
"2.5%302","Hyporhamphus intermedius","Percent_of_forest_cover_1km",0.495226063040553,-0.421010465176075,1.43237142570748
"2.5%303","Hyporhamphus intermedius","Patch_density_1km",0.265998857998353,-0.631649352996777,1.18782964893721
"2.5%304","Hyporhamphus intermedius","Edge_density_1km",0.955219702695555,0.0252751907959001,1.9058030860017
"2.5%305","Hyporhamphus intermedius","Reservoir_downstreamyes",-1.04507405547088,-2.56358770376606,0.460230519373399
"2.5%306","Hyporhamphus intermedius","river_width",0.472016784121387,-0.0381457592823775,1.01791910833906
"2.5%307","Hyporhamphus intermedius","water_velocity",-0.417624009999453,-1.07240065712331,0.212021118875242
"2.5%308","Hyporhamphus intermedius","streamOriginoutsideGLGS",-2.75946729645621,-3.92628899225493,-1.60984024766107
"2.5%309","Hyporhamphus intermedius","riverdy",-3.72285239617585,-5.44850603231402,-2.03662497014685
"2.5%310","Hyporhamphus intermedius","riverlc",-5.41077575037377,-8.0623961641995,-2.8046379971726
"2.5%311","Hyporhamphus intermedius","rivernu",-6.93087005636881,-9.8976721330058,-3.98324523484118
"2.5%312","Mastacembelus armatus","TEMP",0.341600582500738,-0.457469448765952,1.15279603194771
"2.5%313","Mastacembelus armatus","annual_precipitation",0.0795748920299911,-0.498286683328858,0.65307666890991
"2.5%314","Mastacembelus armatus","Human_modification_1km",0.374144593382607,-0.225687020316875,0.975069827459936
"2.5%315","Mastacembelus armatus","Percent_of_forest_cover_1km",0.434630998735809,-0.335541401913505,1.22643718752172
"2.5%316","Mastacembelus armatus","Patch_density_1km",-0.0845527410109232,-0.871621361834475,0.68267070269117
"2.5%317","Mastacembelus armatus","Edge_density_1km",0.918219069351499,0.110236250229775,1.73799469955182
"2.5%318","Mastacembelus armatus","Reservoir_downstreamyes",-2.32196473977619,-3.59079416746999,-1.16625241455371
"2.5%319","Mastacembelus armatus","river_width",-0.0203083818757478,-0.463261122740121,0.41819408639765
"2.5%320","Mastacembelus armatus","water_velocity",-0.679376007039305,-1.20588866392722,-0.177624922971675
"2.5%321","Mastacembelus armatus","streamOriginoutsideGLGS",-2.04650054587375,-2.98987248620745,-1.12886985040951
"2.5%322","Mastacembelus armatus","riverdy",-2.81925722394396,-4.22125527570692,-1.44229507106724
"2.5%323","Mastacembelus armatus","riverlc",-2.91805557017594,-5.10931853385028,-0.757174961804815
"2.5%324","Mastacembelus armatus","rivernu",-5.43267906002235,-7.93538916880807,-2.95713362640993
"2.5%325","Anguilla nebulosa","TEMP",0.740462934605969,-0.0383344280557249,1.53711033558095
"2.5%326","Anguilla nebulosa","annual_precipitation",0.386153459674377,-0.18429328289371,0.964238494835965
"2.5%327","Anguilla nebulosa","Human_modification_1km",0.577278895277496,-0.0457772644381849,1.19601088533334
"2.5%328","Anguilla nebulosa","Percent_of_forest_cover_1km",1.02114355438551,0.285550821591743,1.80146763997687
"2.5%329","Anguilla nebulosa","Patch_density_1km",0.00975705922866953,-0.72505042568355,0.7392677832425
"2.5%330","Anguilla nebulosa","Edge_density_1km",1.02206032185821,0.271892948357001,1.79539992004047
"2.5%331","Anguilla nebulosa","Reservoir_downstreamyes",-3.24634734231981,-4.56419015042392,-2.03292857634731
"2.5%332","Anguilla nebulosa","river_width",-0.216718115107004,-0.716735268338595,0.262587521143025
"2.5%333","Anguilla nebulosa","water_velocity",-0.695759594651455,-1.24790319111023,-0.160915192994028
"2.5%334","Anguilla nebulosa","streamOriginoutsideGLGS",-2.73376008845768,-3.77613461879744,-1.76784522841719
"2.5%335","Anguilla nebulosa","riverdy",-3.91452829047559,-5.3699815941224,-2.52598815167477
"2.5%336","Anguilla nebulosa","riverlc",-2.89505083602382,-5.05117101597283,-0.801396552486686
"2.5%337","Anguilla nebulosa","rivernu",-6.48175430627692,-8.92507282658238,-4.0522410127625
"2.5%338","Glaridoglanis andersonii","TEMP",0.311425962853576,-0.387000170852618,1.02584970831592
"2.5%339","Glaridoglanis andersonii","annual_precipitation",-0.0561247950306354,-0.581680203896128,0.4704892062916
"2.5%340","Glaridoglanis andersonii","Human_modification_1km",1.04634483894077,0.48911132821181,1.63448549531474
"2.5%341","Glaridoglanis andersonii","Percent_of_forest_cover_1km",0.268897887671055,-0.405894850505028,0.94970628942105
"2.5%342","Glaridoglanis andersonii","Patch_density_1km",0.532429256809005,-0.117513001704523,1.21910617528187
"2.5%343","Glaridoglanis andersonii","Edge_density_1km",0.4397829467173,-0.2471041299966,1.14806736545564
"2.5%344","Glaridoglanis andersonii","Reservoir_downstreamyes",-1.6397768798496,-2.81402194792265,-0.505719462649998
"2.5%345","Glaridoglanis andersonii","river_width",0.100434608201072,-0.309396263890665,0.522417389665574
"2.5%346","Glaridoglanis andersonii","water_velocity",-0.418468604853986,-0.905532426870565,0.0453422906222197
"2.5%347","Glaridoglanis andersonii","streamOriginoutsideGLGS",-2.40365436648505,-3.33629376666944,-1.52471297664603
"2.5%348","Glaridoglanis andersonii","riverdy",-3.42035236325215,-4.77504301497907,-2.11960783560041
"2.5%349","Glaridoglanis andersonii","riverlc",-3.66226533802568,-5.66628141577741,-1.71964833673374
"2.5%350","Glaridoglanis andersonii","rivernu",-5.57782888403051,-7.8768094447525,-3.35002927366434
"2.5%351","Glyptothorax burmanicus","TEMP",0.899985629335752,0.303048416654886,1.51870411940628
"2.5%352","Glyptothorax burmanicus","annual_precipitation",0.523614487055963,0.075540492496275,1.01077283307749
"2.5%353","Glyptothorax burmanicus","Human_modification_1km",-0.0512518664295128,-0.545106119356033,0.408423725818362
"2.5%354","Glyptothorax burmanicus","Percent_of_forest_cover_1km",1.10344956571856,0.548934825813213,1.7065352748944
"2.5%355","Glyptothorax burmanicus","Patch_density_1km",-0.46745305020046,-1.03927507014955,0.0772322112485049
"2.5%356","Glyptothorax burmanicus","Edge_density_1km",1.12534928784913,0.569516233658,1.70819688901738
"2.5%357","Glyptothorax burmanicus","Reservoir_downstreamyes",-2.53427166340241,-3.66998938103022,-1.54064896624485
"2.5%358","Glyptothorax burmanicus","river_width",-0.213814336640575,-0.634171254315538,0.176953292010703
"2.5%359","Glyptothorax burmanicus","water_velocity",-0.512473909721069,-0.912402192059849,-0.122154324687185
"2.5%360","Glyptothorax burmanicus","streamOriginoutsideGLGS",-1.39307676327525,-2.05908373608161,-0.754016233882718
"2.5%361","Glyptothorax burmanicus","riverdy",-1.81870660966364,-2.73500950530967,-0.915741854971564
"2.5%362","Glyptothorax burmanicus","riverlc",-0.993737929132825,-2.46416620995,0.517333169945789
"2.5%363","Glyptothorax burmanicus","rivernu",-3.84475627715712,-5.38651571149725,-2.2917772259222
"2.5%364","Hypophthalmichthys nobilis","TEMP",-0.268051720348498,-0.879157892673798,0.33152822330924
"2.5%365","Hypophthalmichthys nobilis","annual_precipitation",-1.07312206634945,-1.56681491899168,-0.615409165597175
"2.5%366","Hypophthalmichthys nobilis","Human_modification_1km",1.18523713926626,0.728199355501145,1.67878135085916
"2.5%367","Hypophthalmichthys nobilis","Percent_of_forest_cover_1km",-0.224911501108053,-0.892460497368765,0.424484702192199
"2.5%368","Hypophthalmichthys nobilis","Patch_density_1km",-0.223548417558413,-0.87821106533896,0.424182219159452
"2.5%369","Hypophthalmichthys nobilis","Edge_density_1km",0.729985999153375,0.07185760651865,1.40491961204235
"2.5%370","Hypophthalmichthys nobilis","Reservoir_downstreamyes",0.476694040985552,-0.549545294154287,1.58936285774114
"2.5%371","Hypophthalmichthys nobilis","river_width",0.673422817940384,0.284605019355701,1.10418643701619
"2.5%372","Hypophthalmichthys nobilis","water_velocity",-0.409833200405867,-0.847557971006359,0.0276913085262084
"2.5%373","Hypophthalmichthys nobilis","streamOriginoutsideGLGS",-1.93461767705635,-2.65407802259499,-1.26094632374081
"2.5%374","Hypophthalmichthys nobilis","riverdy",-2.79311289496059,-3.75900821754935,-1.83751685012455
"2.5%375","Hypophthalmichthys nobilis","riverlc",-5.49580268158975,-7.23720653257794,-3.92279888189
"2.5%376","Hypophthalmichthys nobilis","rivernu",-5.04720734400047,-6.79194068173235,-3.35548241205622
"2.5%377","Botia histrionica","TEMP",0.341507983366264,-0.773355787013975,1.48602308934783
"2.5%378","Botia histrionica","annual_precipitation",-0.343939507463158,-1.24359256095763,0.51419218186337
"2.5%379","Botia histrionica","Human_modification_1km",1.61806190134909,0.573506229863725,2.71518579835355
"2.5%380","Botia histrionica","Percent_of_forest_cover_1km",0.401590782342422,-0.733438157216225,1.54089644037693
"2.5%381","Botia histrionica","Patch_density_1km",0.497960871073826,-0.62017708701416,1.63576284162685
"2.5%382","Botia histrionica","Edge_density_1km",0.927087753425581,-0.236418217430417,2.1269403008075
"2.5%383","Botia histrionica","Reservoir_downstreamyes",-2.4213433568931,-4.57355164766256,-0.405678282386462
"2.5%384","Botia histrionica","river_width",0.258807144298178,-0.404407387788443,0.95279861176232
"2.5%385","Botia histrionica","water_velocity",-0.775713683588282,-1.61817750071458,0.0224812191695573
"2.5%386","Botia histrionica","streamOriginoutsideGLGS",-3.88034244519438,-5.77463570524824,-2.09881470812661
"2.5%387","Botia histrionica","riverdy",-5.56778408795915,-8.30353871693417,-2.92641623520866
"2.5%388","Botia histrionica","riverlc",-6.42737093201931,-10.2541973244112,-2.7513374138194
"2.5%389","Botia histrionica","rivernu",-9.19416337972312,-13.7003760518795,-4.69548427551536
"2.5%390","Percocypris tchangi","TEMP",-0.527995166898701,-1.1236722512927,0.0278344839309498
"2.5%391","Percocypris tchangi","annual_precipitation",0.638699440063141,0.169514053887763,1.1368934738001
"2.5%392","Percocypris tchangi","Human_modification_1km",0.0577084537894369,-0.396228022853145,0.511061101207407
"2.5%393","Percocypris tchangi","Percent_of_forest_cover_1km",-0.876756975941687,-1.55441921842029,-0.26804896646145
"2.5%394","Percocypris tchangi","Patch_density_1km",1.70012828945552,1.06698283770507,2.40708861923407
"2.5%395","Percocypris tchangi","Edge_density_1km",-1.29925516327163,-1.96833207429557,-0.68350640064142
"2.5%396","Percocypris tchangi","Reservoir_downstreamyes",-1.50588506755174,-2.61893779678192,-0.4763675054963
"2.5%397","Percocypris tchangi","river_width",-0.529891769374929,-1.01294772583688,-0.093682571304995
"2.5%398","Percocypris tchangi","water_velocity",-0.0127955413988109,-0.480873882932547,0.452069782048762
"2.5%399","Percocypris tchangi","streamOriginoutsideGLGS",-0.445792972197882,-1.04310346692278,0.14260460486605
"2.5%400","Percocypris tchangi","riverdy",-0.755500797565507,-1.56710500723778,0.0212672239481872
"2.5%401","Percocypris tchangi","riverlc",1.26563663970829,-0.0975695800402501,2.7274362238383
"2.5%402","Percocypris tchangi","rivernu",-0.169630195562939,-1.43454090548557,1.12248281862552
"2.5%403","Homatula anteridorsalis","TEMP",0.389953033353595,-0.5479292605897,1.38200572910864
"2.5%404","Homatula anteridorsalis","annual_precipitation",-0.49684633599073,-1.19804281088282,0.207780065088942
"2.5%405","Homatula anteridorsalis","Human_modification_1km",1.74147483585038,0.968631525488844,2.56739133885842
"2.5%406","Homatula anteridorsalis","Percent_of_forest_cover_1km",0.201145300659341,-0.69480242740401,1.1559277094241
"2.5%407","Homatula anteridorsalis","Patch_density_1km",0.573751377084225,-0.332125526020237,1.50491090999772
"2.5%408","Homatula anteridorsalis","Edge_density_1km",0.711236465180383,-0.23319931676766,1.69543512385781
"2.5%409","Homatula anteridorsalis","Reservoir_downstreamyes",-1.04951783072626,-2.62171975492205,0.51672186284569
"2.5%410","Homatula anteridorsalis","river_width",0.489584938227526,-0.03727318633304,1.07591025779416
"2.5%411","Homatula anteridorsalis","water_velocity",-0.456929134137858,-1.13374263322605,0.206007457476141
"2.5%412","Homatula anteridorsalis","streamOriginoutsideGLGS",-3.13502238197679,-4.50734122404131,-1.82359927713976
"2.5%413","Homatula anteridorsalis","riverdy",-4.369473788018,-6.36183336508893,-2.40009772719144
"2.5%414","Homatula anteridorsalis","riverlc",-6.09747020480304,-8.93772850196572,-3.37223390926522
"2.5%415","Homatula anteridorsalis","rivernu",-7.5546944333311,-10.8714239414235,-4.18129342830679
"2.5%416","Crossocheilus burmanicus","TEMP",-0.430924218066171,-1.30879309614988,0.43661376868385
"2.5%417","Crossocheilus burmanicus","annual_precipitation",-0.839948232745508,-1.592727671536,-0.11111685309715
"2.5%418","Crossocheilus burmanicus","Human_modification_1km",1.41945546650866,0.596936843796892,2.27565396863607
"2.5%419","Crossocheilus burmanicus","Percent_of_forest_cover_1km",0.0765608068604215,-0.923409347540795,1.08350148596907
"2.5%420","Crossocheilus burmanicus","Patch_density_1km",0.132269043172327,-0.849736837980479,1.10219887020126
"2.5%421","Crossocheilus burmanicus","Edge_density_1km",0.605586804445617,-0.401755820876725,1.63963646008265
"2.5%422","Crossocheilus burmanicus","Reservoir_downstreamyes",-1.52781504524381,-3.29088091304597,0.176001352442675
"2.5%423","Crossocheilus burmanicus","river_width",0.25020260141881,-0.324745665111175,0.831949391134385
"2.5%424","Crossocheilus burmanicus","water_velocity",-0.738837083670611,-1.444190122915,-0.0368203249030083
"2.5%425","Crossocheilus burmanicus","streamOriginoutsideGLGS",-3.4989144465351,-4.9055984985607,-2.1591021269811
"2.5%426","Crossocheilus burmanicus","riverdy",-5.46742046260199,-7.45403817263319,-3.54370507245103
"2.5%427","Crossocheilus burmanicus","riverlc",-6.16734167353693,-9.1641181431118,-3.25248953225867
"2.5%428","Crossocheilus burmanicus","rivernu",-7.65229202230944,-10.9927517775463,-4.3003436541246
"2.5%429","Cirrhinus mrigala","TEMP",-0.0175817796716366,-1.11162385400468,1.07929059579334
"2.5%430","Cirrhinus mrigala","annual_precipitation",-0.500025183395184,-1.34283867121438,0.322912161788949
"2.5%431","Cirrhinus mrigala","Human_modification_1km",1.20482242491096,0.218878108854326,2.21302179804245
"2.5%432","Cirrhinus mrigala","Percent_of_forest_cover_1km",0.0651933838809969,-1.0598033404607,1.2009773251164
"2.5%433","Cirrhinus mrigala","Patch_density_1km",0.21363963887849,-0.79983197124104,1.25362651485311
"2.5%434","Cirrhinus mrigala","Edge_density_1km",0.98481671629624,-0.1232303524963,2.12290030245266
"2.5%435","Cirrhinus mrigala","Reservoir_downstreamyes",-2.24767280596177,-4.27187682279619,-0.368953200124188
"2.5%436","Cirrhinus mrigala","river_width",0.279480016381784,-0.315549245123896,0.901412121540559
"2.5%437","Cirrhinus mrigala","water_velocity",-0.904400205705091,-1.75972748020242,-0.106683278341043
"2.5%438","Cirrhinus mrigala","streamOriginoutsideGLGS",-3.41298255611004,-5.25452433775849,-1.70384591869616
"2.5%439","Cirrhinus mrigala","riverdy",-4.88937627278332,-7.53356344501906,-2.39802242042339
"2.5%440","Cirrhinus mrigala","riverlc",-6.14058894309079,-9.93580653286032,-2.60011821740555
"2.5%441","Cirrhinus mrigala","rivernu",-8.56017082089637,-13.2284676814538,-4.15925111022178
"2.5%442","Megalobrama amblycephala","TEMP",-0.552608533094093,-1.24404090718196,0.133663832791349
"2.5%443","Megalobrama amblycephala","annual_precipitation",-0.972425299296407,-1.52574498465602,-0.438465665539501
"2.5%444","Megalobrama amblycephala","Human_modification_1km",0.719867614026615,0.152607998916175,1.3036195581317
"2.5%445","Megalobrama amblycephala","Percent_of_forest_cover_1km",-0.114564557942044,-0.8793988600938,0.648634246051525
"2.5%446","Megalobrama amblycephala","Patch_density_1km",-0.540407082613892,-1.3188387547465,0.206410864581375
"2.5%447","Megalobrama amblycephala","Edge_density_1km",0.845567905455742,0.065354455793725,1.63886191477922
"2.5%448","Megalobrama amblycephala","Reservoir_downstreamyes",-0.620744128059676,-1.84474280779141,0.603818957463869
"2.5%449","Megalobrama amblycephala","river_width",0.37564746520362,-0.04420129963096,0.830879796606215
"2.5%450","Megalobrama amblycephala","water_velocity",-0.701623166420131,-1.24550350313837,-0.184357198425003
"2.5%451","Megalobrama amblycephala","streamOriginoutsideGLGS",-2.1636327956739,-3.06142107783609,-1.31558953000659
"2.5%452","Megalobrama amblycephala","riverdy",-3.36589859389798,-4.63438320438847,-2.16669694882234
"2.5%453","Megalobrama amblycephala","riverlc",-4.96471465076946,-7.16436082300102,-2.92433226718955
"2.5%454","Megalobrama amblycephala","rivernu",-5.39959572683615,-7.72873696008665,-3.12657458333535
"2.5%455","Devario browni","TEMP",0.520242197778017,-0.00303076548900998,1.07073358119787
"2.5%456","Devario browni","annual_precipitation",0.110546113512411,-0.2897485425505,0.521050032268265
"2.5%457","Devario browni","Human_modification_1km",0.228965710909622,-0.192102305842617,0.64571436775637
"2.5%458","Devario browni","Percent_of_forest_cover_1km",0.705456846072835,0.156134633340905,1.28870531306065
"2.5%459","Devario browni","Patch_density_1km",-0.395142692331818,-0.950254382982775,0.140188130579755
"2.5%460","Devario browni","Edge_density_1km",1.05138458909714,0.48909257028393,1.62286128978897
"2.5%461","Devario browni","Reservoir_downstreamyes",-2.02670143643379,-2.96952460631207,-1.15812398490095
"2.5%462","Devario browni","river_width",-0.0181997691240786,-0.352967866291577,0.31977129500654
"2.5%463","Devario browni","water_velocity",-0.577269392579519,-0.976264446621847,-0.201730725491578
"2.5%464","Devario browni","streamOriginoutsideGLGS",-1.67738653297157,-2.32164941395372,-1.061516590899
"2.5%465","Devario browni","riverdy",-2.2932822370451,-3.18031187924308,-1.42038089139591
"2.5%466","Devario browni","riverlc",-2.31513568988261,-3.77449657217672,-0.865591554308445
"2.5%467","Devario browni","rivernu",-4.54933576776809,-6.14064684272778,-3.0016450804417
"2.5%468","Micropterus salmoides","TEMP",0.00385740589842624,-0.931315457479275,0.94308019559909
"2.5%469","Micropterus salmoides","annual_precipitation",-0.499197143761871,-1.2515011030943,0.251882977489825
"2.5%470","Micropterus salmoides","Human_modification_1km",1.15085757848436,0.336271922640155,1.99717122374825
"2.5%471","Micropterus salmoides","Percent_of_forest_cover_1km",0.0806685983318988,-0.92617961636717,1.08191960203656
"2.5%472","Micropterus salmoides","Patch_density_1km",0.142045424570926,-0.837470559181387,1.12181204313636
"2.5%473","Micropterus salmoides","Edge_density_1km",1.04848459727621,0.06257804183885,2.08963693372713
"2.5%474","Micropterus salmoides","Reservoir_downstreamyes",-2.26605324830409,-4.05038479340927,-0.560565430721251
"2.5%475","Micropterus salmoides","river_width",0.287639226195043,-0.27538856917305,0.87117965945336
"2.5%476","Micropterus salmoides","water_velocity",-0.924499281172979,-1.62334902716595,-0.265701420988773
"2.5%477","Micropterus salmoides","streamOriginoutsideGLGS",-3.36460420102694,-4.76929163756311,-2.00285668485121
"2.5%478","Micropterus salmoides","riverdy",-4.79290822606388,-6.86754501190864,-2.82061056768371
"2.5%479","Micropterus salmoides","riverlc",-6.12301330395667,-9.20967249360248,-3.24770482049664
"2.5%480","Micropterus salmoides","rivernu",-8.55393800318588,-12.1339688302539,-5.11927918937625
"2.5%481","Luciobarbus brachycephalus","TEMP",-0.528405530962213,-1.07929208124681,0.0085986340646046
"2.5%482","Luciobarbus brachycephalus","annual_precipitation",0.481886403028854,0.0455614427550925,0.945210474317073
"2.5%483","Luciobarbus brachycephalus","Human_modification_1km",0.228639745050909,-0.224481740457109,0.675219688804547
"2.5%484","Luciobarbus brachycephalus","Percent_of_forest_cover_1km",-0.827396051066837,-1.4535283955705,-0.25149286002715
"2.5%485","Luciobarbus brachycephalus","Patch_density_1km",1.59300866269494,1.01177950487342,2.23259258553692
"2.5%486","Luciobarbus brachycephalus","Edge_density_1km",-1.10792352488137,-1.70911271039515,-0.549323060668175
"2.5%487","Luciobarbus brachycephalus","Reservoir_downstreamyes",-1.54300749003687,-2.64582647942217,-0.514370436250623
"2.5%488","Luciobarbus brachycephalus","river_width",-0.43544472960855,-0.892079127857872,-0.0242521101414203
"2.5%489","Luciobarbus brachycephalus","water_velocity",-0.105210365918236,-0.538596041641375,0.33669366129206
"2.5%490","Luciobarbus brachycephalus","streamOriginoutsideGLGS",-0.814622024723079,-1.42815928764928,-0.21971444934143
"2.5%491","Luciobarbus brachycephalus","riverdy",-1.29639439744472,-2.11311096455059,-0.491329898119168
"2.5%492","Luciobarbus brachycephalus","riverlc",0.360089961180532,-0.96490763471485,1.78624181623529
"2.5%493","Luciobarbus brachycephalus","rivernu",-1.1235512463544,-2.3866023221289,0.210008353798299
"2.5%494","Placocheilus dulongensis","TEMP",0.386626632263087,-0.496492217620475,1.28617357485082
"2.5%495","Placocheilus dulongensis","annual_precipitation",0.0794243397276217,-0.585277469250408,0.757365657719817
"2.5%496","Placocheilus dulongensis","Human_modification_1km",1.36126072889577,0.564689278737852,2.20986149809234
"2.5%497","Placocheilus dulongensis","Percent_of_forest_cover_1km",0.42020809182394,-0.447349769829975,1.28833225548467
"2.5%498","Placocheilus dulongensis","Patch_density_1km",0.888127211056084,0.039317335030352,1.78662612673087
"2.5%499","Placocheilus dulongensis","Edge_density_1km",0.297427001142381,-0.61646722114225,1.19777368827538
"2.5%500","Placocheilus dulongensis","Reservoir_downstreamyes",-2.28468452035726,-3.91196694158358,-0.731377189091828
"2.5%501","Placocheilus dulongensis","river_width",-0.0231004423341451,-0.568480776012088,0.5164762711043
"2.5%502","Placocheilus dulongensis","water_velocity",-0.447437985119174,-1.07148452856208,0.153984979034957
"2.5%503","Placocheilus dulongensis","streamOriginoutsideGLGS",-3.1149956523767,-4.5511554617498,-1.7387558093086
"2.5%504","Placocheilus dulongensis","riverdy",-4.56687831493203,-6.60110968229443,-2.53319067977337
"2.5%505","Placocheilus dulongensis","riverlc",-4.07225500910766,-6.88209132331336,-1.36132920176143
"2.5%506","Placocheilus dulongensis","rivernu",-6.70486593380015,-10.0312777027586,-3.42260313014995
"2.5%507","Abbottina rivularis","TEMP",-0.460828425763131,-0.94574344476656,0.0129712443850123
"2.5%508","Abbottina rivularis","annual_precipitation",-0.407507019982984,-0.814824812326203,-0.0120858405676853
"2.5%509","Abbottina rivularis","Human_modification_1km",-0.380861949764468,-0.76314929651282,-0.0147351495876206
"2.5%510","Abbottina rivularis","Percent_of_forest_cover_1km",-0.680926662346754,-1.205643190511,-0.154447501123045
"2.5%511","Abbottina rivularis","Patch_density_1km",-0.526412293160869,-1.01328866806246,-0.0622868965473276
"2.5%512","Abbottina rivularis","Edge_density_1km",1.06459608910526,0.557647523113526,1.60250496929381
"2.5%513","Abbottina rivularis","Reservoir_downstreamyes",-1.44487387248436,-2.34387961955858,-0.614296142896985
"2.5%514","Abbottina rivularis","river_width",0.253686689007131,-0.048979171427125,0.571459117896257
"2.5%515","Abbottina rivularis","water_velocity",-0.94920763497867,-1.351826069522,-0.594830059488133
"2.5%516","Abbottina rivularis","streamOriginoutsideGLGS",-0.876816689922073,-1.3793257320231,-0.413962446693685
"2.5%517","Abbottina rivularis","riverdy",-0.863271892141992,-1.48361846365391,-0.26027999476302
"2.5%518","Abbottina rivularis","riverlc",-3.02817668357569,-4.44733107088283,-1.72607665134478
"2.5%519","Abbottina rivularis","rivernu",-4.31978683202744,-5.80369089479682,-2.94014603123351
"2.5%520","Tor qiaojiensis","TEMP",0.389911422374871,-0.076766823267705,0.848383926497516
"2.5%521","Tor qiaojiensis","annual_precipitation",0.130916765539344,-0.219755282287563,0.48459301536759
"2.5%522","Tor qiaojiensis","Human_modification_1km",0.0804564540310504,-0.293373677350422,0.438875682974571
"2.5%523","Tor qiaojiensis","Percent_of_forest_cover_1km",0.730259512122675,0.276074245420975,1.205645192565
"2.5%524","Tor qiaojiensis","Patch_density_1km",-0.432614505584967,-0.901429259209375,0.0172146241605748
"2.5%525","Tor qiaojiensis","Edge_density_1km",0.7498119128328,0.28899341203665,1.22951831254955
